Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
Craigieburn,9 Peppertree Pde,3,t,470000.0,S,Barry,18/11/2017,20.6,3064.0,3.0,2.0,1.0,179.0,130.0,2015.0,Hume City Council,-37.5681,144.9086,Northern Metropolitan,15510.0
Craigieburn,6 Valley Ct,3,h,615000.0,S,Ray,18/11/2017,20.6,3064.0,3.0,1.0,3.0,693.0,144.0,1970.0,Hume City Council,-37.594,144.9292,Northern Metropolitan,15510.0
Croydon,3 Eden St,4,h,,VB,Noel,18/11/2017,23.0,3136.0,4.0,2.0,1.0,838.0,135.0,1970.0,Maroondah City Council,-37.7942,145.2652,Eastern Metropolitan,11925.0
Croydon,25 Norman Rd,5,h,965000.0,S,McGrath,18/11/2017,23.0,3136.0,5.0,2.0,2.0,,240.0,1950.0,Maroondah City Council,-37.787,145.2846,Eastern Metropolitan,11925.0
Dallas,15 Mildura Cr,3,h,475000.0,PI,Stockdale,18/11/2017,14.0,3047.0,3.0,1.0,1.0,588.0,94.0,1960.0,Hume City Council,-37.667,144.9366,Northern Metropolitan,2246.0
Dallas,13 Murtoa St,3,h,505500.0,S,YPA,18/11/2017,14.0,3047.0,3.0,1.0,1.0,614.0,110.0,1965.0,Hume City Council,-37.6754,144.934,Northern Metropolitan,2246.0
Dandenong,17 Hopkins St,3,h,687000.0,S,Del,18/11/2017,24.7,3175.0,3.0,2.0,4.0,,134.0,1950.0,Greater Dandenong City Council,-37.9746,145.2137,South-Eastern Metropolitan,10894.0
Deer Park,8 Dumfries St,3,h,680000.0,S,YPA,18/11/2017,14.8,3023.0,3.0,1.0,4.0,,112.0,1950.0,Brimbank City Council,-37.7625,144.7746,Western Metropolitan,6388.0
Diamond Creek,16 Currawong Ct,6,h,,S,Morrison,18/11/2017,21.8,3089.0,6.0,3.0,3.0,,355.0,2005.0,Nillumbik Shire Council,-37.6766,145.1419,Northern Victoria,4258.0
Diamond Creek,2 Norma St,3,h,827000.0,SP,Barry,18/11/2017,21.8,3089.0,3.0,2.0,2.0,,144.0,1985.0,Nillumbik Shire Council,-37.6773,145.156,Northern Victoria,4258.0
Doncaster East,48 Polaris Dr,3,h,1325000.0,S,Barry,18/11/2017,14.3,3109.0,3.0,1.0,1.0,,160.0,1970.0,Manningham City Council,-37.7818,145.1703,Eastern Metropolitan,10999.0
Doncaster East,19 Richard St,3,h,905000.0,PI,Jellis,18/11/2017,14.3,3109.0,3.0,2.0,2.0,513.0,117.0,1995.0,Manningham City Council,-37.7952,145.1684,Eastern Metropolitan,10999.0
Donvale,23 Powers St,5,h,1440000.0,S,Barry,18/11/2017,16.1,3111.0,5.0,2.0,2.0,704.0,280.0,1994.0,Manningham City Council,-37.7741,145.18,Eastern Metropolitan,4790.0
Donvale,8 Solson Pl,4,h,,SN,Ray,18/11/2017,16.1,3111.0,4.0,2.0,2.0,652.0,166.0,1980.0,Manningham City Council,-37.7982,145.1796,Eastern Metropolitan,4790.0
Doreen,6 Leatherwood Ct,4,h,570000.0,S,Morrison,18/11/2017,25.9,3754.0,4.0,2.0,2.0,511.0,173.0,2011.0,Nillumbik Shire Council,-37.5961,145.1283,Northern Victoria,7254.0
Doveton,23 Matipo St,3,h,600000.0,S,Stockdale,18/11/2017,28.8,3177.0,3.0,1.0,1.0,,98.0,1970.0,Casey City Council,-37.993,145.2354,South-Eastern Metropolitan,3533.0
Edithvale,2 Mary Av,3,h,1000000.0,S,Hodges,18/11/2017,27.0,3196.0,3.0,2.0,2.0,612.0,153.0,,Kingston City Council,-38.033,145.1138,South-Eastern Metropolitan,2546.0
Elwood,22 Burns St,5,h,3200000.0,VB,Chisholm,18/11/2017,7.2,3184.0,5.0,3.0,2.0,433.0,138.0,1910.0,Port Phillip City Council,-37.8819,144.9934,Southern Metropolitan,8989.0
Essendon,4/4 Cooper St,3,t,880000.0,VB,McDonald,18/11/2017,7.5,3040.0,3.0,2.0,2.0,,145.0,1990.0,Moonee Valley City Council,-37.754,144.8974,Western Metropolitan,9264.0
Essendon,18 Deakin St,3,h,1110000.0,S,Nelson,18/11/2017,7.5,3040.0,3.0,1.0,2.0,572.0,111.0,1950.0,Moonee Valley City Council,-37.7526,144.8911,Western Metropolitan,9264.0
Essendon,50 Fitzgerald Rd,5,h,1560000.0,S,Red,18/11/2017,7.5,3040.0,5.0,3.0,6.0,,152.0,1910.0,Moonee Valley City Council,-37.7546,144.9272,Western Metropolitan,9264.0
Essendon,13 Levien St,4,h,2455000.0,S,Frank,18/11/2017,7.5,3040.0,4.0,2.0,3.0,766.0,277.0,1920.0,Moonee Valley City Council,-37.7585,144.9122,Western Metropolitan,9264.0
Essendon,4 Schofield St,6,h,2500000.0,VB,Brad,18/11/2017,7.5,3040.0,6.0,3.0,5.0,1212.0,329.0,1970.0,Moonee Valley City Council,-37.7457,144.9149,Western Metropolitan,9264.0
Essendon North,10A Salisbury St,3,h,820000.0,S,Nelson,18/11/2017,8.2,3041.0,3.0,2.0,2.0,337.0,153.0,1940.0,Moonee Valley City Council,-37.7362,144.9022,Western Metropolitan,1308.0
Essendon West,29 Ruby St,4,h,1655000.0,S,Nelson,18/11/2017,7.5,3040.0,4.0,2.0,2.0,809.0,270.0,,Moonee Valley City Council,-37.7526,144.8849,Western Metropolitan,588.0
Fairfield,52 Arthur St,3,h,,SP,Jellis,18/11/2017,5.7,3078.0,3.0,1.0,1.0,,168.0,1900.0,Darebin City Council,-37.7806,145.0188,Northern Metropolitan,2970.0
Fawkner,53 Lynch Rd,3,h,645000.0,PI,Stockdale,18/11/2017,13.1,3060.0,3.0,1.0,4.0,616.0,95.0,1960.0,Hume City Council,-37.7119,144.9707,Northern Metropolitan,5070.0
Fawkner,6A Vervale Av,3,t,542000.0,S,Harcourts,18/11/2017,13.1,3060.0,3.0,1.0,1.0,642.0,123.0,2008.0,Hume City Council,-37.7127,144.9746,Northern Metropolitan,5070.0
Ferntree Gully,19 Butlers Rd,3,h,725000.0,S,Stockdale,18/11/2017,24.8,3156.0,3.0,2.0,3.0,1059.0,109.0,1956.0,Knox City Council,-37.8854,145.3014,Eastern Metropolitan,10788.0
Ferntree Gully,16 Cutler Cl,4,h,940000.0,PI,buyMyplace,18/11/2017,24.8,3156.0,4.0,2.0,5.0,900.0,246.0,1991.0,Knox City Council,-37.8922,145.2776,Eastern Metropolitan,10788.0
Ferntree Gully,28 Lightwood Dr,3,h,,PI,Barry,18/11/2017,24.8,3156.0,3.0,1.0,2.0,718.0,150.0,1970.0,Knox City Council,-37.8754,145.2651,Eastern Metropolitan,10788.0
Fitzroy,71 Hanover St,3,h,1305000.0,SP,Nelson,18/11/2017,2.1,3065.0,3.0,2.0,0.0,506.0,88.0,1880.0,Yarra City Council,-37.8029,144.9772,Northern Metropolitan,5825.0
Fitzroy North,9 May St,4,h,2630000.0,S,Nelson,18/11/2017,3.6,3068.0,4.0,2.0,1.0,,178.0,1910.0,Moreland City Council,-37.7758,144.9844,Northern Metropolitan,6244.0
Fitzroy North,111 McKean St,4,h,,S,Nelson,18/11/2017,3.6,3068.0,4.0,2.0,2.0,,175.0,1890.0,Moreland City Council,-37.7888,144.9864,Northern Metropolitan,6244.0
Fitzroy North,38 Michael St,2,h,1450000.0,S,Jellis,18/11/2017,3.6,3068.0,2.0,1.0,0.0,186.0,97.0,1890.0,Moreland City Council,-37.7868,144.99,Northern Metropolitan,6244.0
Flemington,104 Shields St,2,h,1175000.0,S,Nelson,18/11/2017,3.4,3031.0,2.0,1.0,1.0,234.0,110.0,1890.0,Melbourne City Council,-37.7851,144.9338,Northern Metropolitan,3593.0
Footscray,68 Newell St,4,h,1420000.0,S,Jellis,18/11/2017,5.1,3011.0,4.0,1.0,4.0,594.0,134.0,1900.0,Maribyrnong City Council,-37.7971,144.9008,Western Metropolitan,7570.0
Footscray,5 Park St,3,h,890000.0,S,Moonee,18/11/2017,5.1,3011.0,3.0,1.0,2.0,,104.0,1940.0,Maribyrnong City Council,-37.79,144.8883,Western Metropolitan,7570.0
Forest Hill,82 Bindy St,4,h,1015000.0,S,Fletchers,18/11/2017,15.4,3131.0,4.0,2.0,2.0,,167.0,1970.0,Whitehorse City Council,-37.8408,145.1638,Eastern Metropolitan,4385.0
Forest Hill,58 Menin Rd,4,h,,SN,Noel,18/11/2017,15.4,3131.0,4.0,2.0,0.0,619.0,164.0,1960.0,Whitehorse City Council,-37.8325,145.1781,Eastern Metropolitan,4385.0
Frankston,38 Nolan St,3,h,,SP,O'Brien,18/11/2017,38.0,3199.0,3.0,1.0,1.0,,102.0,1930.0,Frankston City Council,-38.1501,145.1208,South-Eastern Metropolitan,17055.0
Frankston,12 Olive Gr,3,h,700000.0,PI,Aquire,18/11/2017,38.0,3199.0,3.0,2.0,2.0,594.0,3.0,,Frankston City Council,-38.1445,145.1294,South-Eastern Metropolitan,17055.0
Frankston,36 Williams St,2,h,,PI,O'Brien,18/11/2017,38.0,3199.0,2.0,2.0,5.0,,121.0,1920.0,Frankston City Council,-38.1516,145.1211,South-Eastern Metropolitan,17055.0
Frankston North,20 Pine St,4,h,595000.0,SA,hockingstuart,18/11/2017,36.9,3200.0,4.0,2.0,2.0,599.0,137.0,1960.0,Frankston City Council,-38.125,145.1423,Eastern Victoria,2500.0
Frankston South,8 Crestview Ct,3,h,686000.0,S,hockingstuart,18/11/2017,38.0,3199.0,3.0,2.0,2.0,,166.0,2000.0,Frankston City Council,-38.1856,145.1448,South-Eastern Metropolitan,7566.0
Gladstone Park,16 Hall Rd,3,h,650000.0,SP,Barry,18/11/2017,12.9,3043.0,3.0,1.0,4.0,549.0,114.0,1980.0,Hume City Council,-37.6916,144.8982,Western Metropolitan,3285.0
Gladstone Park,1 Tecoma Ct,3,h,651000.0,S,Barry,18/11/2017,12.9,3043.0,3.0,1.0,2.0,,117.0,1985.0,Hume City Council,-37.6994,144.8909,Western Metropolitan,3285.0
Glen Iris,30 Beryl St,5,h,2625000.0,VB,Jellis,18/11/2017,7.3,3146.0,5.0,2.0,2.0,718.0,280.0,1990.0,Boroondara City Council,-37.8522,145.0864,Southern Metropolitan,10412.0
Glen Iris,11 Kenilworth Gr,3,h,1845000.0,S,Jellis,18/11/2017,7.3,3146.0,3.0,2.0,4.0,1021.0,135.0,1970.0,Boroondara City Council,-37.8528,145.0487,Southern Metropolitan,10412.0
Glen Iris,123 Summerhill Rd,4,h,2640000.0,PI,Kay,18/11/2017,7.3,3146.0,4.0,2.0,2.0,706.0,275.0,1900.0,Boroondara City Council,-37.8591,145.0755,Southern Metropolitan,10412.0
Glen Iris,11 Walerna Rd,4,h,2001000.0,S,Fletchers,18/11/2017,7.3,3146.0,4.0,2.0,2.0,,216.0,1980.0,Boroondara City Council,-37.8561,145.0683,Southern Metropolitan,10412.0
Glen Waverley,29 Brighton St,5,h,1670000.0,S,Harcourts,18/11/2017,16.7,3150.0,5.0,3.0,2.0,,305.0,1995.0,Monash City Council,-37.8738,145.1738,Eastern Metropolitan,15321.0
Glen Waverley,19 Fernhill St,3,h,2380000.0,S,LLC,18/11/2017,16.7,3150.0,3.0,1.0,1.0,729.0,108.0,1960.0,Monash City Council,-37.8756,145.1599,Eastern Metropolitan,15321.0
Glen Waverley,2 Louise Ct,5,h,2202000.0,S,Ray,18/11/2017,16.7,3150.0,5.0,3.0,2.0,745.0,288.0,2004.0,Monash City Council,-37.8689,145.1546,Eastern Metropolitan,15321.0
Glen Waverley,7 The Rise,3,h,,SN,Ray,18/11/2017,16.7,3150.0,3.0,2.0,2.0,367.0,172.0,1998.0,Monash City Council,-37.8786,145.154,Eastern Metropolitan,15321.0
Greensborough,42 Albion Cr,5,h,,SP,Buckingham,18/11/2017,16.1,3088.0,5.0,3.0,2.0,1468.0,245.0,1980.0,Banyule City Council,-37.6968,145.1206,Northern Metropolitan,8524.0
Greensborough,25 Booyan Cr,3,h,750000.0,S,Morrison,18/11/2017,16.1,3088.0,3.0,2.0,2.0,359.0,153.0,2011.0,Banyule City Council,-37.6907,145.094,Northern Metropolitan,8524.0
Greenvale,10 Barlby Ct,3,h,715000.0,S,Barry,18/11/2017,20.4,3059.0,3.0,2.0,2.0,790.0,193.0,1990.0,Hume City Council,-37.6558,144.8958,Northern Metropolitan,4864.0
Greenvale,1 Haddington Cr,5,h,1020000.0,VB,Barry,18/11/2017,20.4,3059.0,5.0,2.0,2.0,981.0,301.0,1990.0,Hume City Council,-37.6529,144.8888,Northern Metropolitan,4864.0
Hampton,13 Gordon St,4,h,,S,hockingstuart,18/11/2017,13.8,3188.0,4.0,3.0,2.0,1431.0,296.0,1880.0,Bayside City Council,-37.9298,144.9954,Southern Metropolitan,5454.0
Hampton,24 Gordon St,5,h,4500000.0,VB,Marshall,18/11/2017,13.8,3188.0,5.0,2.0,4.0,1088.0,324.0,1990.0,Bayside City Council,-37.9304,144.9973,Southern Metropolitan,5454.0
Hawthorn East,8 Campbell Gr,5,h,3525500.0,S,Kay,18/11/2017,6.2,3123.0,5.0,3.0,2.0,,419.0,1915.0,Boroondara City Council,-37.8335,145.0484,Southern Metropolitan,6482.0
Heathmont,5 Bronaldi St,5,h,820000.0,PI,Woodards,18/11/2017,21.3,3135.0,5.0,3.0,2.0,695.0,292.0,1965.0,Maroondah City Council,-37.8326,145.2533,Eastern Metropolitan,3794.0
Heidelberg Heights,60 McEwan Rd,3,h,705000.0,PI,Haughton,18/11/2017,8.8,3081.0,3.0,1.0,2.0,560.0,98.0,1950.0,Banyule City Council,-37.7374,145.0537,Eastern Metropolitan,2947.0
Heidelberg West,33 Ramu Pde,4,h,645000.0,S,Fletchers,18/11/2017,8.8,3081.0,4.0,2.0,0.0,408.0,113.0,1950.0,Banyule City Council,-37.7362,145.0439,Eastern Metropolitan,2674.0
Highett,4 Fuge St,4,h,,SP,hockingstuart,18/11/2017,16.0,3190.0,4.0,2.0,4.0,837.0,295.0,2005.0,Bayside City Council,-37.9463,145.0281,Southern Metropolitan,4794.0
Hillside,24 Wellington Dr,5,h,680000.0,PI,Barry,18/11/2017,18.0,3037.0,5.0,3.0,2.0,710.0,273.0,1998.0,Brimbank City Council,-37.6843,144.7357,Western Metropolitan,5556.0
Hoppers Crossing,10 Brooke Ct,4,h,,SP,Reliance,18/11/2017,18.4,3029.0,4.0,2.0,2.0,613.0,138.0,1975.0,Wyndham City Council,-37.8746,144.6672,Western Metropolitan,13830.0
Hoppers Crossing,8 Elmes Ct,4,h,693000.0,S,hockingstuart,18/11/2017,18.4,3029.0,4.0,2.0,2.0,933.0,217.0,1987.0,Wyndham City Council,-37.8707,144.6813,Western Metropolitan,13830.0
Hoppers Crossing,130 Morris Rd,4,h,,SN,YPA,18/11/2017,18.4,3029.0,4.0,2.0,,555.0,105.0,1980.0,Wyndham City Council,-37.8728,144.7027,Western Metropolitan,13830.0
Ivanhoe,7 Kingsley St,3,h,,SN,Miles,18/11/2017,7.8,3079.0,3.0,2.0,1.0,395.0,123.0,1920.0,Banyule City Council,-37.7771,145.036,Eastern Metropolitan,5549.0
Kealba,1 Longford Ct,4,h,625000.0,S,Prof.,18/11/2017,14.0,3021.0,3.0,2.0,3.0,,142.0,1980.0,Brimbank City Council,-37.7378,144.825,Western Metropolitan,1202.0
Keilor East,70 Sterling Dr,4,h,855000.0,S,Charter,18/11/2017,11.7,3033.0,4.0,2.0,6.0,778.0,169.0,1970.0,Brimbank City Council,-37.741,144.8573,Western Metropolitan,5629.0
Kensington,9 Fisken Pl,3,t,1170000.0,S,Nelson,18/11/2017,3.4,3031.0,3.0,2.0,2.0,,138.0,2012.0,Melbourne City Council,-37.7955,144.9243,Northern Metropolitan,5263.0
Kensington,10 Market St,4,h,939000.0,S,Rendina,18/11/2017,3.4,3031.0,4.0,2.0,1.0,116.0,140.0,2000.0,Melbourne City Council,-37.7893,144.9274,Northern Metropolitan,5263.0
Kew,1 Birrell Ct,4,h,3385000.0,PI,RT,18/11/2017,5.4,3101.0,4.0,3.0,3.0,531.0,332.0,1970.0,Boroondara City Council,-37.8042,145.0572,Southern Metropolitan,10331.0
Kew,12 Queen St,3,h,1625000.0,S,Marshall,18/11/2017,5.4,3101.0,3.0,2.0,2.0,342.0,130.0,1925.0,Boroondara City Council,-37.8079,145.0318,Southern Metropolitan,10331.0
Kew,150 Wiltshire Dr,2,u,680000.0,VB,Marshall,18/11/2017,5.4,3101.0,2.0,1.0,2.0,,107.0,1890.0,Boroondara City Council,-37.7941,145.0238,Southern Metropolitan,10331.0
Lalor,2 Orchid Ct,5,h,591000.0,S,HAR,18/11/2017,16.3,3075.0,5.0,1.0,2.0,636.0,0.0,1980.0,Whittlesea City Council,-37.6701,145.005,Northern Metropolitan,8279.0
Malvern East,24 Clarence St,2,h,,SP,Kay,18/11/2017,8.4,3145.0,2.0,1.0,2.0,,141.0,1925.0,Stonnington City Council,-37.8735,145.0419,Southern Metropolitan,8801.0
Malvern East,77 Tooronga Rd,3,h,,SN,Bradly,18/11/2017,8.4,3145.0,3.0,2.0,1.0,,156.0,1910.0,Stonnington City Council,-37.8659,145.0395,Southern Metropolitan,8801.0
Maribyrnong,13 Bream St,5,h,1725000.0,SP,Biggin,18/11/2017,4.3,3032.0,5.0,2.0,2.0,474.0,294.0,2010.0,Maribyrnong City Council,-37.7634,144.8859,Western Metropolitan,4918.0
Maribyrnong,11 Cornwall Pl,5,h,1700000.0,SP,hockingstuart,18/11/2017,4.3,3032.0,5.0,3.0,6.0,,321.0,2014.0,Maribyrnong City Council,-37.7872,144.8958,Western Metropolitan,4918.0
Maribyrnong,29 Skyline Dr,3,h,1000000.0,VB,Biggin,18/11/2017,4.3,3032.0,3.0,2.0,2.0,,182.0,2006.0,Maribyrnong City Council,-37.7861,144.8938,Western Metropolitan,4918.0
Mentone,7 Avoca Ct,4,h,1460000.0,SP,O'Brien,18/11/2017,20.0,3194.0,4.0,3.0,2.0,652.0,288.0,1960.0,Kingston City Council,-37.976,145.0757,South-Eastern Metropolitan,6162.0
Elsternwick,41 Bertram St,3,h,2140000.0,S,Biggin,25/11/2017,7.2,3185.0,3.0,2.0,2.0,650.0,255.0,1900.0,Glen Eira City Council,-37.8942,145.0098,Southern Metropolitan,4898.0
Eltham,9 Dandallo Dr,4,h,985000.0,S,Fletchers,25/11/2017,18.0,3095.0,4.0,2.0,2.0,870.0,198.0,1982.0,Banyule City Council,-37.6961,145.1543,Eastern Metropolitan,6990.0
Eltham,9 Regina Ct,5,h,955000.0,PI,Buckingham,25/11/2017,18.0,3095.0,5.0,2.0,2.0,1082.0,240.0,1980.0,Banyule City Council,-37.6956,145.1609,Eastern Metropolitan,6990.0
Eltham,45 Stanley Av,5,h,1500000.0,PI,Morrison,25/11/2017,18.0,3095.0,5.0,4.0,2.0,842.0,368.0,1950.0,Banyule City Council,-37.7084,145.1563,Eastern Metropolitan,6990.0
Eltham,18 Withers Wy,4,h,930000.0,SP,Buckingham,25/11/2017,18.0,3095.0,4.0,2.0,2.0,,209.0,1980.0,Banyule City Council,-37.7239,145.1391,Eastern Metropolitan,6990.0
Elwood,36 Byrne Av,4,h,,SP,RT,25/11/2017,7.2,3184.0,4.0,3.0,2.0,295.0,280.0,2000.0,Port Phillip City Council,-37.8846,144.9811,Southern Metropolitan,8989.0
Elwood,36 Mitford St,5,h,2925000.0,PI,Chisholm,25/11/2017,7.2,3184.0,5.0,4.0,,,261.0,1910.0,Port Phillip City Council,-37.8736,144.9833,Southern Metropolitan,8989.0
Epping,13A Garth Pl,3,h,480200.0,SP,RW,25/11/2017,19.6,3076.0,3.0,2.0,1.0,209.0,98.0,2014.0,Whittlesea City Council,-37.6346,145.0386,Northern Metropolitan,10926.0
Epping,46 Pentland Dr,3,h,610000.0,S,hockingstuart,25/11/2017,19.6,3076.0,3.0,2.0,2.0,,162.0,1980.0,Whittlesea City Council,-37.6395,145.0437,Northern Metropolitan,10926.0
Epping,15 Winchester Av,3,h,606000.0,S,Love,25/11/2017,19.6,3076.0,3.0,2.0,2.0,592.0,140.0,1979.0,Whittlesea City Council,-37.6439,145.0432,Northern Metropolitan,10926.0
Essendon,137A Bradshaw St,4,t,1731000.0,S,Barry,25/11/2017,7.5,3040.0,4.0,4.0,2.0,465.0,99.0,1970.0,Moonee Valley City Council,-37.7418,144.8949,Western Metropolitan,9264.0
Eynesbury,23 Marong Av,4,h,700000.0,SP,Purplebricks,25/11/2017,29.8,3338.0,4.0,2.0,3.0,,241.0,2016.0,Melton City Council,-37.7941,144.5504,Western Victoria,852.0
Fawkner,1 Hudson St,3,h,600000.0,PI,Jellis,25/11/2017,13.1,3060.0,3.0,1.0,2.0,589.0,97.0,1960.0,Hume City Council,-37.7017,144.9723,Northern Metropolitan,5070.0
Fawkner,10 Kathryn St,4,h,642000.0,S,Brad,25/11/2017,13.1,3060.0,4.0,2.0,1.0,685.0,121.0,1960.0,Hume City Council,-37.6907,144.9613,Northern Metropolitan,5070.0
Ferntree Gully,26 Winwood Dr,3,h,690000.0,S,iTRAK,25/11/2017,24.8,3156.0,3.0,2.0,2.0,,122.0,2009.0,Knox City Council,-37.8859,145.2899,Eastern Metropolitan,10788.0
Flemington,42 Marshall St,4,h,1520000.0,S,Nelson,25/11/2017,3.4,3031.0,4.0,2.0,,309.0,148.0,1910.0,Melbourne City Council,-37.7862,144.9255,Northern Metropolitan,3593.0
Footscray,43 Railway Pl,3,h,935000.0,S,Jas,25/11/2017,5.1,3011.0,3.0,1.0,,,121.0,1910.0,Maribyrnong City Council,-37.7989,144.9063,Western Metropolitan,7570.0
Footscray,3 Rippon St,4,h,1560000.0,S,Village,25/11/2017,5.1,3011.0,4.0,2.0,2.0,,210.0,1970.0,Maribyrnong City Council,-37.7909,144.8969,Western Metropolitan,7570.0
Footscray,41 Stafford St,2,h,1005000.0,S,Jas,25/11/2017,5.1,3011.0,2.0,1.0,,191.0,112.0,1920.0,Maribyrnong City Council,-37.7948,144.884,Western Metropolitan,7570.0
Frankston,41 Murawa St,4,h,,SP,Biggin,25/11/2017,38.0,3199.0,4.0,2.0,2.0,577.0,113.0,1960.0,Frankston City Council,-38.1585,145.1311,South-Eastern Metropolitan,17055.0
Frankston North,23 Plantation Av,3,h,485000.0,VB,hockingstuart,25/11/2017,36.9,3200.0,3.0,1.0,3.0,590.0,200.0,1978.0,Frankston City Council,-38.1233,145.1434,Eastern Victoria,2500.0
Frankston South,35 Harcourt Av,3,h,1000000.0,S,hockingstuart,25/11/2017,38.0,3199.0,3.0,2.0,2.0,,192.0,1965.0,Frankston City Council,-38.1629,145.1138,South-Eastern Metropolitan,7566.0
Gisborne South,47 Tweddle Rd,4,h,1350000.0,SA,RT,25/11/2017,45.9,3437.0,4.0,2.0,8.0,40469.0,245.0,1990.0,Macedon Ranges Shire Council,-37.543,144.5969,Northern Victoria,290.0
Glen Iris,8 Heaton Av,4,h,3600000.0,S,Jellis,25/11/2017,7.3,3146.0,4.0,2.0,2.0,,230.0,1930.0,Boroondara City Council,-37.8628,145.0462,Southern Metropolitan,10412.0
Glen Iris,12 Morell St,3,h,,SP,Jellis,25/11/2017,7.3,3146.0,3.0,2.0,2.0,738.0,153.0,1940.0,Boroondara City Council,-37.8563,145.0864,Southern Metropolitan,10412.0
Glen Iris,13 Peate Av,5,h,,VB,Jellis,25/11/2017,7.3,3146.0,5.0,4.0,3.0,700.0,358.0,2011.0,Boroondara City Council,-37.8474,145.0631,Southern Metropolitan,10412.0
Glen Waverley,9 Alimar Rd,5,h,1863000.0,PI,Noel,25/11/2017,16.7,3150.0,5.0,2.0,2.0,790.0,238.0,1980.0,Monash City Council,-37.8842,145.1732,Eastern Metropolitan,15321.0
Glenroy,25 Connell St,3,h,750000.0,VB,Barry,25/11/2017,11.2,3046.0,3.0,1.0,2.0,615.0,132.0,1960.0,Moreland City Council,-37.7017,144.9282,Northern Metropolitan,8870.0
Glenroy,24 Dromana St,3,h,720000.0,S,Brad,25/11/2017,11.2,3046.0,3.0,1.0,3.0,380.0,98.0,1950.0,Moreland City Council,-37.711,144.9075,Northern Metropolitan,8870.0
Glenroy,9 Prospect St,2,h,,PI,Stockdale,25/11/2017,11.2,3046.0,2.0,1.0,1.0,,0.0,1950.0,Moreland City Council,-37.7089,144.9151,Northern Metropolitan,8870.0
Glenroy,29 Sadie St,5,h,939000.0,S,Barry,25/11/2017,11.2,3046.0,5.0,2.0,3.0,775.0,208.0,1960.0,Moreland City Council,-37.6994,144.9428,Northern Metropolitan,8870.0
Greensborough,514 Greensborough Rd,3,h,960000.0,S,Barry,25/11/2017,16.1,3088.0,3.0,2.0,4.0,1064.0,168.0,1955.0,Banyule City Council,-37.705,145.0908,Northern Metropolitan,8524.0
Greensborough,2 Wyuna Cl,3,h,905000.0,S,Morrison,25/11/2017,16.1,3088.0,3.0,2.0,1.0,,139.0,1970.0,Banyule City Council,-37.696999999999996,145.1008,Northern Metropolitan,8524.0
Greenvale,2 Terrick Ct,5,h,741000.0,PI,LJ,25/11/2017,20.4,3059.0,5.0,3.0,2.0,,390.0,2009.0,Hume City Council,-37.6115,144.9095,Northern Metropolitan,4864.0
Hampton,13 Barnett St,4,h,,VB,Hodges,25/11/2017,13.8,3188.0,4.0,2.0,2.0,780.0,223.0,1940.0,Bayside City Council,-37.9327,145.0191,Southern Metropolitan,5454.0
Hawthorn East,536 Tooronga Rd,3,h,1450000.0,VB,Marshall,25/11/2017,6.2,3123.0,3.0,1.0,3.0,445.0,103.0,,Boroondara City Council,-37.8308,145.0478,Southern Metropolitan,6482.0
Heathmont,250 Canterbury Rd,3,h,774000.0,SP,Fletchers,25/11/2017,21.3,3135.0,3.0,2.0,2.0,,140.0,1979.0,Maroondah City Council,-37.8326,145.2398,Eastern Metropolitan,3794.0
Heathmont,10 Karista Av,3,h,,PI,Barry,25/11/2017,21.3,3135.0,3.0,1.0,1.0,630.0,142.0,1960.0,Maroondah City Council,-37.8318,145.2539,Eastern Metropolitan,3794.0
Heidelberg,27 Martin St,3,h,1010000.0,S,Noel,25/11/2017,8.9,3084.0,3.0,1.0,1.0,,137.0,1950.0,Banyule City Council,-37.7526,145.0599,Eastern Metropolitan,2890.0
Heidelberg West,4 Wau St,3,h,800000.0,VB,Fletchers,25/11/2017,8.8,3081.0,3.0,1.0,3.0,,112.0,1956.0,Banyule City Council,-37.746,145.0383,Eastern Metropolitan,2674.0
Highett,9 Jillian Av,4,h,1570000.0,PI,Buxton,25/11/2017,16.0,3190.0,4.0,2.0,2.0,,0.0,1950.0,Bayside City Council,-37.9478,145.0234,Southern Metropolitan,4794.0
Hoppers Crossing,133 Mossfiel Dr,3,u,441000.0,S,hockingstuart,25/11/2017,18.4,3029.0,3.0,1.0,1.0,294.0,112.0,1990.0,Wyndham City Council,-37.8666,144.6904,Western Metropolitan,13830.0
Hughesdale,11 Fellows St,2,h,,SP,Marshall,25/11/2017,12.3,3166.0,2.0,1.0,1.0,365.0,101.0,1990.0,Monash City Council,-37.8894,145.0788,Southern Metropolitan,3145.0
Kealba,22 McShane Dr,3,h,632500.0,S,Brad,25/11/2017,14.0,3021.0,3.0,1.0,2.0,533.0,121.0,1980.0,Brimbank City Council,-37.7305,144.82399999999998,Western Metropolitan,1202.0
Keilor Downs,40 Aldershot Dr,3,h,731000.0,S,Barry,25/11/2017,15.5,3038.0,3.0,2.0,1.0,652.0,204.0,1981.0,Brimbank City Council,-37.7191,144.8082,Western Metropolitan,3656.0
Keilor Downs,49 Saratoga Cr,3,h,671000.0,S,Nelson,25/11/2017,15.5,3038.0,3.0,2.0,2.0,,163.0,1995.0,Brimbank City Council,-37.7141,144.7875,Western Metropolitan,3656.0
