index,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
3184,Newport,79 Blackshaws Rd,4,h,860000.0,PI,Sweeney,10/09/2016,8.4,3015.0,3.0,3.0,2.0,217.0,195.0,,Hobsons Bay City Council,-37.8344,144.8764,Western Metropolitan,5498.0
6780,Ormond,13/37 Murray Rd,2,h,695000.0,S,Buxton,17/06/2017,11.4,3204.0,2.0,1.0,1.0,126.0,75.45,1970.0,Glen Eira City Council,-37.90552,145.03087,Southern Metropolitan,3578.0
5989,Sunshine North,3 Belmore Rd,4,h,775000.0,S,Douglas,29/04/2017,13.3,3020.0,4.0,1.0,2.0,665.0,147.0,1980.0,Brimbank City Council,-37.7662,144.8383,Western Metropolitan,4217.0
7874,Melton West,2 Tania Pl,4,h,,PI,YPA,15/07/2017,31.7,3337.0,4.0,2.0,2.0,1051.0,186.0,1975.0,Melton City Council,-37.67189000000001,144.55768,Northern Victoria,6065.0
11277,Beaumaris,28 Rossmith Av,6,h,1776000.0,S,Ray,11/11/2017,17.3,3193.0,6.0,4.0,2.0,695.0,241.0,1980.0,Bayside City Council,-37.9785,145.0518,Southern Metropolitan,5366.0
6051,Yarraville,54 Tongue St,4,h,2035000.0,S,Jas,8/04/2017,7.0,3013.0,4.0,2.0,0.0,607.0,201.0,1890.0,Maribyrnong City Council,-37.8128,144.8905,Western Metropolitan,6543.0
7354,Burwood East,389 Blackburn Rd,3,h,1150000.0,S,Ray,8/07/2017,14.7,3151.0,3.0,2.0,2.0,668.0,140.0,1965.0,Whitehorse City Council,-37.85695,145.15143999999995,Eastern Metropolitan,4048.0
905,Brighton East,5 Arnot St,3,t,1230000.0,S,hockingstuart,28/05/2016,10.7,3187.0,3.0,2.0,2.0,297.0,193.0,1980.0,Bayside City Council,-37.9124,145.0132,Southern Metropolitan,6938.0
12436,Preston,81 Wilcox St,4,h,,PI,Ray,3/02/2018,8.4,3072.0,4.0,4.0,0.0,397.0,450.0,1980.0,Darebin City Council,-37.73602,145.00574,Northern Metropolitan,14577.0
6010,Surrey Hills,15 Durham Rd,4,h,,SN,Woodards,22/04/2017,11.2,3127.0,4.0,2.0,4.0,1000.0,232.0,1880.0,Boroondara City Council,-37.827,145.0913,Southern Metropolitan,5457.0
13435,Brighton East,13 Edro Av,5,h,,S,hockingstuart,24/02/2018,10.3,3187.0,5.0,3.0,2.0,698.0,420.0,2011.0,Bayside City Council,-37.92528,145.00769,Southern Metropolitan,6938.0
11698,Kew,4 Belmont Av,4,h,,SN,Kay,25/11/2017,5.4,3101.0,4.0,4.0,2.0,546.0,328.0,1888.0,Boroondara City Council,-37.809,145.0425,Southern Metropolitan,10331.0
1550,Coburg North,2 Carr St,3,h,970000.0,S,Jellis,27/11/2016,9.2,3058.0,3.0,1.0,2.0,575.0,129.0,1960.0,Darebin City Council,-37.7307,144.9704,Northern Metropolitan,3445.0
8138,Sunshine West,9 Noble Ct,3,t,615000.0,PI,Barry,22/07/2017,10.5,3020.0,3.0,2.0,1.0,358.0,27.0,1999.0,Brimbank City Council,-37.79573,144.79311,Western Metropolitan,6763.0
2467,Heidelberg Heights,33 Shakespeare Gr,2,h,680000.0,S,Fletchers,12/11/2016,10.5,3081.0,2.0,1.0,1.0,605.0,78.0,1950.0,Banyule City Council,-37.7365,145.0545,Eastern Metropolitan,2947.0
3365,Northcote,29 Traill St,5,h,1700000.0,S,Nelson,27/06/2016,5.5,3070.0,5.0,3.0,1.0,450.0,265.0,1930.0,Darebin City Council,-37.7701,144.9886,Northern Metropolitan,11364.0
3934,Richmond,8 George St,2,h,1189000.0,S,Biggin,10/12/2016,2.6,3121.0,2.0,1.0,0.0,158.0,110.0,1900.0,Yarra City Council,-37.8232,145.0002,Northern Metropolitan,14949.0
2294,Hadfield,24 Talbot St,3,h,631500.0,S,Stockdale,18/06/2016,12.1,3046.0,4.0,1.0,3.0,593.0,95.0,1965.0,Moreland City Council,-37.7133,144.947,Northern Metropolitan,2606.0
12014,Sandringham,57 Bay Rd,4,h,,SP,Nick,6/01/2018,15.2,3191.0,4.0,3.0,2.0,589.0,305.0,1880.0,Bayside City Council,-37.95225,145.00909,Southern Metropolitan,4497.0
1606,Doncaster,4 Judith Ct,5,h,,PI,Barry,12/06/2016,13.9,3108.0,4.0,3.0,2.0,882.0,183.0,1960.0,Manningham City Council,-37.7801,145.1295,Eastern Metropolitan,9028.0
1307,Carnegie,1/15 Rosstown Rd,2,u,405000.0,PI,Matthew,25/02/2017,11.4,3163.0,2.0,1.0,1.0,967.0,72.0,1970.0,Glen Eira City Council,-37.8843,145.0531,Southern Metropolitan,7822.0
2006,Flemington,29 Finsbury St,3,h,1100000.0,VB,Nelson,18/06/2016,4.4,3031.0,3.0,2.0,0.0,179.0,150.0,1900.0,Melbourne City Council,-37.7857,144.9305,Northern Metropolitan,3593.0
1649,Eaglemont,7 Glen Dr,5,h,,SS,Nelson,10/09/2016,10.3,3084.0,3.0,5.0,3.0,1185.0,371.0,,Banyule City Council,-37.7676,145.0612,Eastern Metropolitan,1651.0
1765,Elwood,44 Spray St,3,h,,SP,Chisholm,18/06/2016,7.7,3184.0,2.0,1.0,1.0,235.0,145.0,1910.0,Port Phillip City Council,-37.8845,144.9885,Southern Metropolitan,8989.0
191,Armadale,1/14 Denbigh Rd,2,u,598000.0,S,hockingstuart,25/02/2017,6.3,3143.0,2.0,1.0,1.0,0.0,88.0,1970.0,Stonnington City Council,-37.8593,145.0156,Southern Metropolitan,4836.0
9705,Armadale,16 Bailey Av,4,h,4060000.0,S,Marshall,26/08/2017,6.3,3143.0,4.0,2.0,1.0,574.0,191.0,1910.0,Stonnington City Council,-37.86325,145.02422,Southern Metropolitan,4836.0
3821,Reservoir,4/7 Pershing St,2,u,390000.0,VB,Nelson,16/04/2016,11.2,3073.0,2.0,1.0,1.0,122.0,74.0,1980.0,Darebin City Council,-37.7261,144.9961,Northern Metropolitan,21650.0
9823,Frankston South,53 Fleetwood Cr,3,h,902000.0,S,Barry,26/08/2017,38.0,3199.0,3.0,2.0,1.0,,123.0,1964.0,Frankston City Council,-38.16206,145.11003,South-Eastern Metropolitan,7566.0
7841,Greensborough,54 Warralong Av,3,h,896000.0,S,Fletchers,15/07/2017,16.1,3088.0,3.0,2.0,1.0,653.0,130.0,1970.0,Banyule City Council,-37.71846,145.09689,Northern Metropolitan,8524.0
339,Avondale Heights,7 Peerless Ct,4,h,,SP,Barry,3/12/2016,10.5,3034.0,4.0,2.0,2.0,705.0,500.0,1999.0,Moonee Valley City Council,-37.7604,144.8713,Western Metropolitan,4502.0
207,Ascot Vale,47 Union Rd,3,h,,S,Brad,3/12/2016,5.9,3032.0,3.0,1.0,2.0,271.0,111.0,1900.0,Moonee Valley City Council,-37.7783,144.9149,Western Metropolitan,6567.0
1955,Fitzroy North,51 Rae St,2,h,770000.0,SA,Nicholson,4/06/2016,3.5,3068.0,2.0,2.0,1.0,134.0,151.0,1905.0,Moreland City Council,-37.7916,144.9784,Northern Metropolitan,6244.0
1527,Coburg North,17 Mathieson St,3,h,860000.0,S,Nelson,8/10/2016,9.2,3058.0,2.0,1.0,3.0,586.0,145.0,1950.0,Darebin City Council,-37.7205,144.9659,Northern Metropolitan,3445.0
13572,Kensington,21 The Ridgeway,3,h,1640000.0,S,Biggin,24/02/2018,3.4,3031.0,3.0,2.0,,203.0,166.0,1900.0,Melbourne City Council,-37.79435,144.92591000000004,Northern Metropolitan,5263.0
10634,Hoppers Crossing,56 Dowling Av,4,h,660000.0,S,hockingstuart,21/10/2017,18.4,3029.0,4.0,2.0,2.0,690.0,171.0,1995.0,Wyndham City Council,-37.86376,144.67717,Western Metropolitan,13830.0
1998,Flemington,21 Wisewould St,2,h,855000.0,SP,Nelson,10/12/2016,4.4,3031.0,2.0,1.0,0.0,225.0,85.0,1930.0,Melbourne City Council,-37.7849,144.9197,Northern Metropolitan,3593.0
3432,Oakleigh South,19 Reid St,2,h,778000.0,S,Ray,30/07/2016,14.7,3167.0,2.0,1.0,1.0,806.0,89.0,1965.0,Kingston City Council,-37.9112,145.0873,South-Eastern Metropolitan,3692.0
10134,Keilor East,15 Border Dr,4,h,790000.0,VB,Nelson,7/10/2017,11.7,3033.0,4.0,2.0,2.0,,177.0,1990.0,Brimbank City Council,-37.73974000000001,144.85799,Western Metropolitan,5629.0
359,Balaclava,18 Linton St,4,h,1819000.0,S,Gary,3/09/2016,6.6,3183.0,3.0,2.0,1.0,244.0,180.0,1900.0,Port Phillip City Council,-37.8668,144.9928,Southern Metropolitan,2952.0
3740,Preston,102 Bruce St,5,h,,S,hockingstuart,28/05/2016,8.8,3072.0,5.0,2.0,2.0,590.0,281.0,1999.0,Darebin City Council,-37.741,144.9889,Northern Metropolitan,14577.0
10976,Hampton,10 Fewster Rd,4,h,2025000.0,S,hockingstuart,28/10/2017,13.8,3188.0,4.0,2.0,2.0,662.0,180.0,1920.0,Bayside City Council,-37.938,145.01357,Southern Metropolitan,5454.0
8842,Waterways,22 Broadwater Dr,4,h,1232000.0,SP,Ray,9/09/2017,21.5,3195.0,4.0,2.0,2.0,620.0,244.0,2004.0,Kingston City Council,-38.01345,145.1342,South-Eastern Metropolitan,709.0
9776,Cheltenham,78 Albenca St,5,h,1300000.0,VB,Buxton,26/08/2017,17.9,3192.0,5.0,2.0,2.0,1006.0,213.0,1970.0,Bayside City Council,-37.97404,145.07541,Southern Metropolitan,9758.0
1781,Elwood,53 Addison St,4,h,1875000.0,VB,Chisholm,27/06/2016,7.7,3184.0,3.0,3.0,0.0,235.0,211.0,2005.0,Port Phillip City Council,-37.8775,144.9808,Southern Metropolitan,8989.0
2732,Kew,45 Stevenson St,4,h,2265000.0,S,Jellis,18/03/2017,5.6,3101.0,4.0,1.0,1.0,650.0,242.0,1930.0,Boroondara City Council,-37.8098,145.02200000000005,Southern Metropolitan,10331.0
2396,Hawthorn,8/1 Muir St,3,u,1000000.0,PI,Kay,10/09/2016,4.6,3122.0,3.0,3.0,2.0,0.0,145.0,1999.0,Boroondara City Council,-37.8144,145.0153,Southern Metropolitan,11308.0
1994,Flemington,11 Finsbury St,3,h,1130000.0,S,Nelson,8/10/2016,4.4,3031.0,3.0,1.0,0.0,294.0,140.0,1900.0,Melbourne City Council,-37.7856,144.9292,Northern Metropolitan,3593.0
2913,Malvern East,6 Chanak St,3,h,,S,Marshall,23/04/2016,11.2,3145.0,3.0,2.0,1.0,396.0,174.0,1930.0,Stonnington City Council,-37.8728,145.0394,Southern Metropolitan,8801.0
9845,Hoppers Crossing,166 Bethany Rd,3,h,,SP,LJ,26/08/2017,18.4,3029.0,3.0,2.0,2.0,555.0,125.0,2002.0,Wyndham City Council,-37.85292000000001,144.67049,Western Metropolitan,13830.0
7495,Seaford,43 Molesworth St,4,h,800000.0,VB,Harcourts,8/07/2017,35.4,3198.0,4.0,2.0,0.0,1151.0,207.0,1969.0,Frankston City Council,-38.11336,145.15035,South-Eastern Metropolitan,8077.0
13709,Templestowe Lower,24 Bilby St,4,h,1030000.0,S,Fletchers,24/02/2018,12.4,3107.0,4.0,2.0,3.0,668.0,138.0,1972.0,Manningham City Council,-37.76291,145.11352,Eastern Metropolitan,5420.0
3034,Middle Park,319 Richardson St,5,h,,SN,Greg,18/06/2016,4.1,3206.0,3.0,2.0,1.0,305.0,220.0,1900.0,Port Phillip City Council,-37.8527,144.9674,Southern Metropolitan,2019.0
7653,Hoppers Crossing,21 McKellar Av,3,h,,SN,Barry,12/08/2017,18.4,3029.0,3.0,1.0,2.0,675.0,121.0,1983.0,Wyndham City Council,-37.86724,144.69779,Western Metropolitan,13830.0
8903,Canterbury,21 Selwyn St,4,h,,SP,Kay,16/09/2017,8.4,3126.0,4.0,3.0,2.0,602.0,220.0,1920.0,Boroondara City Council,-37.82973,145.08483,Southern Metropolitan,3265.0
1496,Coburg,59 Sheffield St,1,h,,S,Jellis,25/02/2017,7.8,3058.0,1.0,1.0,2.0,325.0,103.0,1910.0,Darebin City Council,-37.7465,144.969,Northern Metropolitan,11204.0
10732,St Helena,7 Lesay Dr,4,h,870000.0,VB,Flannagan,21/10/2017,16.1,3088.0,4.0,2.0,2.0,673.0,167.0,1985.0,Banyule City Council,-37.68467,145.14103,Eastern Metropolitan,915.0
1337,Caulfield North,15/496 Dandenong Rd,2,u,450000.0,S,Gary,18/03/2017,8.1,3161.0,2.0,1.0,1.0,1092.0,63.0,2014.0,Glen Eira City Council,-37.8647,145.0232,Southern Metropolitan,6923.0
9840,Hawthorn,80/8 Wallen Rd,3,u,1335000.0,SP,Jellis,26/08/2017,5.3,3122.0,3.0,2.0,3.0,,100.0,,Boroondara City Council,-37.82712,145.02427,Southern Metropolitan,11308.0
11805,Westmeadows,3 Redan Ct,3,h,,SN,RW,25/11/2017,16.5,3049.0,3.0,1.0,0.0,,80.0,1970.0,Hume City Council,-37.6752,144.9055,Northern Metropolitan,2474.0
4501,Templestowe Lower,166 MacEdon Rd,3,h,1098000.0,S,Philip,3/12/2016,13.8,3107.0,3.0,2.0,1.0,649.0,167.0,,Manningham City Council,-37.7615,145.1154,Eastern Metropolitan,5420.0
9177,Brighton,92 Asling St,4,h,,SP,Marshall,19/08/2017,10.5,3186.0,4.0,2.0,1.0,538.0,181.0,1900.0,Bayside City Council,-37.89682,145.00343999999996,Southern Metropolitan,10579.0
7846,Heathmont,1/34 Campbell St,2,u,525000.0,S,Fletchers,15/07/2017,21.3,3135.0,2.0,1.0,1.0,0.0,80.0,1980.0,Maroondah City Council,-37.82118,145.24138,Eastern Metropolitan,3794.0
8145,Taylors Hill,6 Hobart Wy,5,h,725500.0,S,Barry,22/07/2017,18.0,3037.0,5.0,3.0,2.0,450.0,260.0,2011.0,Melton City Council,-37.71152,144.75283000000005,Western Metropolitan,4242.0
969,Brunswick,5 Black St,3,h,1700000.0,S,Collins,18/06/2016,5.2,3056.0,3.0,2.0,1.0,0.0,195.0,1945.0,Moreland City Council,-37.7763,144.9597,Northern Metropolitan,11918.0
2402,Hawthorn,144 Power St,6,h,,S,Jellis,10/12/2016,4.6,3122.0,6.0,3.0,4.0,859.0,362.0,1890.0,Boroondara City Council,-37.8234,145.0259,Southern Metropolitan,11308.0
6871,Caroline Springs,9 Hounslow Grn,5,h,1150000.0,SP,RW,24/06/2017,14.8,3023.0,5.0,5.0,4.0,688.0,490.0,2006.0,Melton City Council,-37.74281,144.72513,Western Metropolitan,7719.0
5916,Reservoir,1/74 Miranda Rd,3,h,605000.0,S,Love,13/05/2017,11.2,3073.0,3.0,1.0,2.0,371.0,112.0,1950.0,Darebin City Council,-37.7068,145.0193,Northern Metropolitan,21650.0
4529,Templestowe Lower,15 Killarney Rd,3,h,1002000.0,S,Barry,24/09/2016,13.8,3107.0,3.0,1.0,2.0,799.0,174.0,1960.0,Manningham City Council,-37.7698,145.1028,Eastern Metropolitan,5420.0
2924,Malvern East,5/80 Burke Rd,1,u,315000.0,S,Jellis,27/11/2016,11.2,3145.0,1.0,1.0,1.0,0.0,46.0,1940.0,Stonnington City Council,-37.8704,145.0495,Southern Metropolitan,8801.0
8367,Tullamarine,9/200 Melrose Dr,2,u,300000.0,SP,Jason,29/07/2017,12.9,3043.0,2.0,1.0,1.0,0.0,66.32,1980.0,Brimbank City Council,-37.69815,144.88019,Western Metropolitan,3296.0
12375,Werribee,21 Westminster Dr,4,h,460000.0,S,Barry,9/12/2017,14.7,3030.0,4.0,2.0,2.0,,602.0,,Wyndham City Council,-37.89277,144.63626000000005,Western Metropolitan,16166.0
9701,Albert Park,59 Barrett St,3,h,2340000.0,S,Greg,26/08/2017,3.0,3206.0,3.0,2.0,1.0,162.0,135.0,1880.0,Port Phillip City Council,-37.84398,144.95044,Southern Metropolitan,3280.0
3910,Richmond,31b Bosisto St,2,h,,PI,Biggin,7/11/2016,2.6,3121.0,2.0,2.0,1.0,71.0,124.0,2012.0,Yarra City Council,-37.8176,144.9972,Northern Metropolitan,14949.0
9450,Brunswick,1/339 Brunswick Rd,2,t,,SP,Jellis,23/09/2017,5.2,3056.0,2.0,2.0,1.0,,172.0,1880.0,Moreland City Council,-37.7762,144.9544,Northern Metropolitan,11918.0
13564,Ivanhoe,50 Magnolia Rd,3,h,1417500.0,S,Miles,24/02/2018,7.8,3079.0,3.0,1.0,,647.0,164.0,1920.0,Banyule City Council,-37.7578,145.05033999999995,Eastern Metropolitan,5549.0
7694,Ormond,13 Dalmor Av,4,h,,S,Gary,12/08/2017,11.4,3204.0,4.0,3.0,2.0,664.0,287.0,1910.0,Glen Eira City Council,-37.90228,145.03831,Southern Metropolitan,3578.0
2504,Heidelberg West,5 Mulberry Pde,3,h,646250.0,S,Ray,22/05/2016,9.4,3081.0,3.0,1.0,2.0,616.0,18.0,1965.0,Banyule City Council,-37.747,145.0389,Eastern Metropolitan,2674.0
11,Abbotsford,123/56 Nicholson St,2,u,750000.0,S,Biggin,12/11/2016,2.5,3067.0,2.0,2.0,1.0,0.0,94.0,2009.0,Yarra City Council,-37.8078,144.9965,Northern Metropolitan,4019.0
9835,Hampton,23/56 Beach Rd,2,u,842000.0,S,Buxton,26/08/2017,13.8,3188.0,2.0,1.0,1.0,,75.0,1990.0,Bayside City Council,-37.93952,145.00006000000005,Southern Metropolitan,5454.0
9715,Bayswater,2/1 Orchard Rd,2,h,661000.0,S,Barry,26/08/2017,23.2,3153.0,2.0,2.0,1.0,,103.0,2007.0,Knox City Council,-37.83938,145.26473,Eastern Metropolitan,5030.0
3948,Richmond,7/81 Edinburgh St,1,u,,PI,Biggin,14/05/2016,2.6,3121.0,1.0,1.0,1.0,0.0,43.0,1970.0,Yarra City Council,-37.8258,145.0057,Northern Metropolitan,14949.0
139,Altona North,45 Freemans Rd,4,h,,PN,hockingstuart,10/12/2016,11.1,3025.0,4.0,2.0,5.0,537.0,196.0,1960.0,Hobsons Bay City Council,-37.8261,144.8391,Western Metropolitan,5132.0
12045,Wantirna,39 Clarence Rd,4,h,975000.0,S,Jellis,6/01/2018,14.7,3152.0,4.0,2.0,2.0,858.0,142.0,1965.0,Knox City Council,-37.84244,145.22321000000005,Eastern Metropolitan,5424.0
3911,Richmond,305/28 Burnley St,1,u,327000.0,S,Biggin,7/11/2016,2.6,3121.0,1.0,1.0,1.0,0.0,43.0,2012.0,Yarra City Council,-37.8127,145.0094,Northern Metropolitan,14949.0
5597,Collingwood,24 Mater St,3,h,,SP,hockingstuart,8/04/2017,1.6,3066.0,3.0,2.0,1.0,108.0,162.0,2005.0,Yarra City Council,-37.7953,144.9863,Northern Metropolitan,4553.0
886,Brighton East,18 Thomas St,4,h,,PN,Ray,19/11/2016,10.7,3187.0,4.0,2.0,2.0,604.0,250.0,,Bayside City Council,-37.9175,145.0233,Southern Metropolitan,6938.0
3364,Northcote,14 Northcote St,2,h,1050000.0,S,Barry,27/06/2016,5.5,3070.0,2.0,1.0,2.0,301.0,100.0,1925.0,Darebin City Council,-37.774,145.0081,Northern Metropolitan,11364.0
2365,Hampton East,28 Roydon St,3,t,1150000.0,S,McGrath,22/08/2016,14.5,3188.0,3.0,2.0,1.0,0.0,3.0,2005.0,Bayside City Council,-37.9355,145.0276,Southern Metropolitan,2356.0
5212,Ormond,15 Tyrone St,4,h,1918000.0,S,Buxton,6/08/2016,11.8,3204.0,4.0,2.0,1.0,678.0,162.0,1920.0,Glen Eira City Council,-37.9065,145.0461,Southern Metropolitan,3578.0
6518,Mulgrave,6 Trentbridge Rd,5,h,,SP,Barry,3/06/2017,18.8,3170.0,5.0,3.0,2.0,524.0,290.0,2009.0,Monash City Council,-37.92714,145.19111999999996,South-Eastern Metropolitan,7113.0
1083,Bulleen,13 Marjorie Cl,5,h,,SP,Fletchers,12/06/2016,11.8,3105.0,5.0,2.0,2.0,677.0,372.0,2004.0,Manningham City Council,-37.7789,145.0977,Eastern Metropolitan,4480.0
6651,Bundoora,48 Zara Cl,4,h,755000.0,SP,Ray,17/06/2017,12.1,3083.0,4.0,2.0,2.0,300.0,162.0,2014.0,Banyule City Council,-37.68223,145.07818,Northern Metropolitan,10175.0
8330,Port Melbourne,83 Evans St,2,h,1722500.0,S,Marshall,29/07/2017,3.5,3207.0,2.0,1.0,0.0,101.0,75.0,1900.0,Melbourne City Council,-37.83446,144.94021,Southern Metropolitan,8648.0
7144,Frankston South,13 Marcus Rd,5,h,,SN,Barry,27/05/2017,38.0,3199.0,5.0,2.0,1.0,3036.0,276.0,1975.0,Frankston City Council,-38.16628,145.12049,South-Eastern Metropolitan,7566.0
7526,Thornbury,1/54 Pender St,1,u,415000.0,S,Harcourts,8/07/2017,7.0,3071.0,1.0,1.0,1.0,0.0,39.0,1970.0,Darebin City Council,-37.75443,145.00919,Northern Metropolitan,8870.0
7810,Dingley Village,18 Albert Pl,3,t,802000.0,S,Buxton,15/07/2017,22.2,3172.0,3.0,2.0,2.0,251.0,185.0,1998.0,Kingston City Council,-37.98146,145.11715,South-Eastern Metropolitan,3940.0
361,Balaclava,1/34 Gourlay St,2,t,1015000.0,S,Gary,7/11/2016,6.6,3183.0,2.0,1.0,2.0,114.0,120.0,2000.0,Port Phillip City Council,-37.8723,144.9961,Southern Metropolitan,2952.0
9844,Hoppers Crossing,26 Abbotswood Dr,4,h,602000.0,S,hockingstuart,26/08/2017,18.4,3029.0,4.0,2.0,2.0,603.0,150.0,1985.0,Wyndham City Council,-37.84958,144.67154,Western Metropolitan,13830.0
4851,Yarraville,9/51 Stephen St,2,u,381000.0,PI,Jas,11/02/2017,7.0,3013.0,2.0,1.0,1.0,0.0,65.0,1960.0,Maribyrnong City Council,-37.8128,144.8953,Western Metropolitan,6543.0
10093,Epping,635 Dalton Rd,3,h,570000.0,SP,Ristic,7/10/2017,19.6,3076.0,3.0,1.0,2.0,583.0,106.0,1980.0,Whittlesea City Council,-37.64198,145.03041000000005,Northern Metropolitan,10926.0
11662,Eynesbury,23 Marong Av,4,h,700000.0,SP,Purplebricks,25/11/2017,29.8,3338.0,4.0,2.0,3.0,,241.0,2016.0,Melton City Council,-37.7941,144.5504,Western Victoria,852.0
5056,Hawthorn East,7/11 Harts Pde,2,u,555000.0,PI,Noel,10/09/2016,7.5,3123.0,2.0,1.0,1.0,0.0,69.0,1970.0,Boroondara City Council,-37.8318,145.0448,Southern Metropolitan,6482.0
6145,Southbank,51/88 Wells St,2,u,580000.0,VB,MICM,8/04/2017,1.2,3006.0,2.0,1.0,1.0,0.0,79.0,1995.0,Melbourne City Council,-37.8273,144.9685,Southern Metropolitan,8400.0
5766,Malvern,18 Chandlers Rd,3,h,2250000.0,S,Marshall,13/05/2017,7.4,3144.0,3.0,2.0,2.0,192.0,191.0,2010.0,Stonnington City Council,-37.8654,145.0297,Southern Metropolitan,4675.0
1393,Clifton Hill,119 Roseneath St,2,h,1075000.0,S,Nelson,8/10/2016,3.4,3068.0,2.0,1.0,1.0,174.0,85.0,1890.0,Yarra City Council,-37.7928,144.9987,Northern Metropolitan,2954.0
834,Brighton East,14 Milroy St,4,h,2504000.0,S,Marshall,3/12/2016,10.7,3187.0,4.0,2.0,2.0,674.0,183.0,1950.0,Bayside City Council,-37.9022,145.0125,Southern Metropolitan,6938.0
6342,Bentleigh,109 Brewer Rd,2,h,,SP,C21,3/06/2017,11.4,3204.0,2.0,1.0,1.0,393.0,127.0,1930.0,Glen Eira City Council,-37.92202,145.03762,Southern Metropolitan,6795.0
3013,Melbourne,901/265 Exhibition St,3,u,750000.0,S,Greg,15/10/2016,2.8,3000.0,3.0,2.0,1.0,0.0,122.0,1998.0,Melbourne City Council,-37.8095,144.9691,Northern Metropolitan,17496.0
3316,Northcote,20 Salisbury Gr,2,h,790000.0,PI,McGrath,10/09/2016,5.5,3070.0,2.0,1.0,1.0,136.0,78.0,2000.0,Darebin City Council,-37.7651,145.0027,Northern Metropolitan,11364.0
10114,Glenroy,298 Waterloo Rd,4,h,1200000.0,S,Barry,7/10/2017,11.2,3046.0,4.0,2.0,2.0,672.0,240.0,2016.0,Moreland City Council,-37.71136,144.91981,Northern Metropolitan,8870.0
8011,Dallas,37 Benalla St,3,h,,SN,Barry,22/07/2017,14.0,3047.0,3.0,1.0,1.0,613.0,104.0,1970.0,Hume City Council,-37.67283,144.93835,Northern Metropolitan,2246.0
7174,Heidelberg Heights,2/32 Shelley St,4,t,,S,Jellis,27/05/2017,8.8,3081.0,4.0,2.0,2.0,225.0,150.0,2014.0,Banyule City Council,-37.74067,145.05148,Eastern Metropolitan,2947.0
9374,St Kilda,43/64 Fitzroy St,1,u,465000.0,PI,McGrath,19/08/2017,5.0,3182.0,1.0,1.0,1.0,,52.0,2002.0,Port Phillip City Council,-37.85921,144.97777,Southern Metropolitan,13240.0
9729,Boronia,2 Norwich St,4,h,728000.0,S,iTRAK,26/08/2017,25.0,3155.0,4.0,1.0,1.0,744.0,136.0,1970.0,Knox City Council,-37.85652,145.2758,Eastern Metropolitan,9704.0
10069,Collingwood,21 Vere St,3,h,,S,Nelson,7/10/2017,2.0,3066.0,3.0,1.0,1.0,133.0,95.0,1900.0,Yarra City Council,-37.80224000000001,144.98825,Northern Metropolitan,4553.0
4315,St Kilda,66 Clyde St,2,h,1365000.0,S,Whiting,26/07/2016,6.1,3182.0,2.0,1.0,1.0,361.0,123.0,1910.0,Port Phillip City Council,-37.8646,144.98,Southern Metropolitan,13240.0
11002,Keilor Downs,35 Stockwell Cr,4,h,900000.0,PI,Brad,28/10/2017,15.5,3038.0,5.0,3.0,5.0,821.0,249.0,1998.0,Brimbank City Council,-37.71415,144.79238999999995,Western Metropolitan,3656.0
11858,Caulfield South,34B Marara Rd,4,t,1675000.0,S,Gary,6/01/2018,8.7,3162.0,4.0,3.0,2.0,295.0,218.0,2012.0,Glen Eira City Council,-37.8971,145.03477,Southern Metropolitan,5051.0
8649,Brighton,82A Were St,3,t,2900000.0,S,Marshall,9/09/2017,10.5,3186.0,3.0,2.0,4.0,,297.0,1990.0,Bayside City Council,-37.92544,144.99681,Southern Metropolitan,10579.0
5227,Ormond,13 Parker St,4,h,1390000.0,SA,Ray,16/07/2016,11.8,3204.0,4.0,2.0,2.0,666.0,158.0,1937.0,Glen Eira City Council,-37.9032,145.049,Southern Metropolitan,3578.0
10827,Braybrook,14 Menzies St,2,h,831500.0,S,Sweeney,28/10/2017,8.6,3019.0,2.0,1.0,2.0,,96.0,1960.0,Maribyrnong City Council,-37.78201,144.85302,Western Metropolitan,3589.0
6103,Elwood,125 Mitford St,4,h,,S,Chisholm,22/04/2017,7.7,3184.0,4.0,2.0,3.0,438.0,173.0,1931.0,Port Phillip City Council,-37.8791,144.9859,Southern Metropolitan,8989.0
3162,Moorabbin,8 Barilla Rd,4,h,1035000.0,S,Buxton,28/05/2016,14.6,3189.0,3.0,1.0,2.0,688.0,161.0,1950.0,Kingston City Council,-37.9411,145.043,Southern Metropolitan,2555.0
9112,Surrey Hills,7 Wandsworth Rd,4,h,3851000.0,S,Fletchers,16/09/2017,10.2,3127.0,4.0,4.0,2.0,,432.0,2004.0,Boroondara City Council,-37.81865,145.09223,Southern Metropolitan,5457.0
15,Abbotsford,78 Yarra St,3,h,1176500.0,S,LITTLE,16/07/2016,2.5,3067.0,2.0,1.0,1.0,138.0,105.0,1890.0,Yarra City Council,-37.8021,144.9965,Northern Metropolitan,4019.0
9665,Sunbury,3 Paperbark Av,5,h,675000.0,S,YPA,23/09/2017,31.7,3429.0,5.0,3.0,2.0,615.0,208.0,2000.0,Hume City Council,-37.59115,144.72581,Western Metropolitan,14092.0
